rank,name,postcode,address,rating,reviewCount,removedRange,removedMin,removedMax,removedEstimate,deletionRatioPct,realRatingAdjusted,removedText,url
115,Gasthaus Pellenwessel,49163,,4.8,156,11–20,11,20,15.5,9.04,4.457,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Gasthaus+Pellenwessel/data=!4m10!3m9!1s0x47b75a1fe0da1a0d:0x45c2e3eb967bd52d!5m2!4m1!1i2!8m2!3d52.5071662!4d8.1659199!16s%2Fg%2F1vg6stm5!19sChIJDRra4B9at0cRLdV7luvjwkU?authuser=0&hl=de&rclk=1
116,DE LIVA Holzkohlegrill & Steakhouse,48429,,4.8,147,11–20,11,20,15.5,9.54,4.438,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/DE+LIVA+Holzkohlegrill+%26+Steakhouse/data=!4m7!3m6!1s0x47b9c56239c56595:0x8554c4292245c909!8m2!3d52.2662528!4d7.7166082!16s%2Fg%2F11xd351h29!19sChIJlWXFOWLFuUcRCclFIinEVIU?authuser=0&hl=de&rclk=1
117,Osna Dönerhaus,48429,,4.6,145,11–20,11,20,15.5,9.66,4.252,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Osna+D%C3%B6nerhaus/data=!4m7!3m6!1s0x47b9cdc1dee4a085:0x3872ed7698bab573!8m2!3d52.2858574!4d7.4674012!16s%2Fg%2F11m6smxfcl!19sChIJhaDk3sHNuUcRc7W6mHbtcjg?authuser=0&hl=de&rclk=1
118,Pizzeria Da Stefano Osnabrück,49074,,4.7,133,11–20,11,20,15.5,10.44,4.314,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pizzeria+Da+Stefano+Osnabr%C3%BCck/data=!4m7!3m6!1s0x416548eb6c8aaf6d:0xeeaf6bf9152da955!8m2!3d52.2592117!4d8.0446263!16s%2Fg%2F12lt6_nnf!19sChIJba-KbOtIZUERVaktFflrr-4?authuser=0&hl=de&rclk=1
119,Ellis Imbiss,48477,,4.8,130,11–20,11,20,15.5,10.65,4.395,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Ellis+Imbiss/data=!4m7!3m6!1s0x47b9c3643ef854df:0xcc3d39f6b63fc8b1!8m2!3d52.2619453!4d7.7898959!16s%2Fg%2F11vwp337wk!19sChIJ31T4PmTDuUcRscg_tvY5Pcw?authuser=0&hl=de&rclk=1
120,Biercafe Insel Iburg das U(h)rige Lokal,49124,,4.5,122,11–20,11,20,15.5,11.27,4.105,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Biercafe+Insel+Iburg+das+U%28h%29rige+Lokal/data=!4m7!3m6!1s0x47b9edc58418a90f:0x762cf60571670363!8m2!3d52.1586833!4d8.0468458!16s%2Fg%2F1hc4q11f2!19sChIJD6kYhMXtuUcRYwNncQX2LHY?authuser=0&hl=de&rclk=1
121,SAMET OCAKBAŞI HOLZGRİLL,49074,,4.8,117,11–20,11,20,15.5,11.7,4.355,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/SAMET+OCAKBA%C5%9EI+HOLZGR%C4%B0LL/data=!4m7!3m6!1s0x47b9e50051d48557:0xe3eac86e3d623199!8m2!3d52.2743602!4d8.075453!16s%2Fg%2F11x2xlh2y9!19sChIJV4XUUQDluUcRmTFiPW7I6uM?authuser=0&hl=de&rclk=1
122,"RHO ""Möbel Outlet Osnabrück"" Inh.R.Hofmann",49082,,4.8,112,11–20,11,20,15.5,12.16,4.338,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/RHO+%22M%C3%B6bel+Outlet+Osnabr%C3%BCck%22+Inh.R.Hofmann/data=!4m7!3m6!1s0x47b9e58092c9b88b:0x835434f4aafd9dad!8m2!3d52.2582277!4d8.0570173!16s%2Fg%2F11fz0cs7wl!19sChIJi7jJkoDluUcRrZ39qvQ0VIM?authuser=0&hl=de&rclk=1
123,FIT PLUS Fitness Wallenhorst,49080,,4.8,110,11–20,11,20,15.5,12.35,4.331,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/FIT+PLUS+Fitness+Wallenhorst/data=!4m7!3m6!1s0x47b9e197b51f598d:0x98e97ac69c8e258!8m2!3d52.3573029!4d7.9801803!16s%2Fg%2F11rsllqc3q!19sChIJjVkftZfhuUcRWOLIaayXjgk?authuser=0&hl=de&rclk=1
124,Landhaus-Brauerei Borchert GmbH,48429,,4.8,106,11–20,11,20,15.5,12.76,4.315,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Landhaus-Brauerei+Borchert+GmbH/data=!4m7!3m6!1s0x47b82a52eb846539:0xd2ec4651381648b7!8m2!3d52.4286695!4d7.4270722!16s%2Fg%2F1td5ks40!19sChIJOWWE61IquEcRt0gWOFFG7NI?authuser=0&hl=de&rclk=1
125,Bino's Pizza and More,48499,,4.9,105,11–20,11,20,15.5,12.86,4.398,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Bino%27s+Pizza+and+More/data=!4m7!3m6!1s0x47b82f3ec80e7a51:0xc7e546c2ccfa07b2!8m2!3d52.3228764!4d7.3497624!16s%2Fg%2F11jszvbf89!19sChIJUXoOyD4vuEcRsgf6zMJG5cc?authuser=0&hl=de&rclk=1
126,Nossa Terra - Steinfurt,48493,,4.8,100,11–20,11,20,15.5,13.42,4.29,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Nossa+Terra+-+Steinfurt/data=!4m7!3m6!1s0x47b835268dfed97f:0xc26c854b7e8386e0!8m2!3d52.1410281!4d7.3547418!16s%2Fg%2F11f5q88rt1!19sChIJf9n-jSY1uEcR4IaDfkuFbMI?authuser=0&hl=de&rclk=1
127,Haus des Döners Osnabrück,49074,,4.5,93,11–20,11,20,15.5,14.29,4,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Haus+des+D%C3%B6ners+Osnabr%C3%BCck/data=!4m7!3m6!1s0x47b9e575bb61df55:0x278eb3154aecaa20!8m2!3d52.2646087!4d8.0543236!16s%2Fg%2F11x6nt4p1p!19sChIJVd9hu3XluUcRIKrsShWzjic?authuser=0&hl=de&rclk=1
128,Augentagesklinik Rheine,48429,,4.5,89,11–20,11,20,15.5,14.83,3.981,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Augentagesklinik+Rheine/data=!4m7!3m6!1s0x47b9cd51cfec2e9d:0x90b049d203447a06!8m2!3d52.2861467!4d7.4654742!16s%2Fg%2F11cncmx8lf!19sChIJnS7sz1HNuUcRBnpEA9JJsJA?authuser=0&hl=de&rclk=1
129,Tandoor Shalimar Indische Spezialitäten,49186,,4.6,87,11–20,11,20,15.5,15.12,4.056,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Tandoor+Shalimar+Indische+Spezialit%C3%A4ten/data=!4m7!3m6!1s0x47b9ed40e389c999:0x7d1eb46635c87922!8m2!3d52.15543!4d8.04237!16s%2Fg%2F11vl8g8jwp!19sChIJmcmJ40DtuUcRInnINWa0Hn0?authuser=0&hl=de&rclk=1
130,Sushi Palace Osnabrück,49074,,4.8,86,11–20,11,20,15.5,15.27,4.22,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Sushi+Palace+Osnabr%C3%BCck/data=!4m7!3m6!1s0x47b9e5bc57264ae1:0xcb63213584d6b302!8m2!3d52.2878531!4d8.0294986!16s%2Fg%2F11q3_yr0mp!19sChIJ4UomV7zluUcRArPWhDUhY8s?authuser=0&hl=de&rclk=1
131,MediPark Apotheke OHG,49074,,4.7,68,11–20,11,20,15.5,18.56,4.013,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/MediPark+Apotheke+OHG/data=!4m7!3m6!1s0x47b9e592aa10af35:0xa534c8bcbe406e48!8m2!3d52.2693705!4d8.0368198!16s%2Fg%2F1tncr_lt!19sChIJNa8QqpLluUcRSG5AvrzINKU?authuser=0&hl=de&rclk=1
132,Praxis Dr. Verena und Dr. Peter Brekle & Kollegen,48432,,4.9,63,11–20,11,20,15.5,19.75,4.13,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Praxis+Dr.+Verena+und+Dr.+Peter+Brekle+%26+Kollegen/data=!4m7!3m6!1s0x41654f27b0fe8e4f:0xb8a7f3b3f1bcbac!8m2!3d52.2267638!4d7.4874116!16s%2Fg%2F1tdx7tdm!19sChIJT47-sCdPZUERrMsbPzt_igs?authuser=0&hl=de&rclk=1
133,Berlin Döner Pr. Oldendorf,49152,,4.6,56,11–20,11,20,15.5,21.68,3.82,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Berlin+D%C3%B6ner+Pr.+Oldendorf/data=!4m7!3m6!1s0x47ba05cd8cbd692b:0x88727430055d631b!8m2!3d52.305385!4d8.4958019!16s%2Fg%2F11ms6_jg75!19sChIJK2m9jM0FukcRG2NdBTB0cog?authuser=0&hl=de&rclk=1
134,Aiconi | Eventlocation,49074,,4.9,54,11–20,11,20,15.5,22.3,4.03,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Aiconi+%7C+Eventlocation/data=!4m7!3m6!1s0x47b9e56da059175b:0xb1619a38e7eac7a5!8m2!3d52.2781186!4d8.0504231!16s%2Fg%2F11v07ky2x0!19sChIJWxdZoG3luUcRpcfq5ziaYbE?authuser=0&hl=de&rclk=1
135,Hotel Villa Luise,49176,,4.3,34,11–20,11,20,15.5,31.31,3.267,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+Villa+Luise/data=!4m10!3m9!1s0x47b9f372bfb90987:0x53b3c4c017d4d023!5m2!4m1!1i2!8m2!3d52.112095!4d8.159742!16s%2Fg%2F11fr3klyg5!19sChIJhwm5v3LzuUcRI9DUF8DEs1M?authuser=0&hl=de&rclk=1
136,Fachärzte Urologie Rheine,48429,,4.2,25,11–20,11,20,15.5,38.27,2.975,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Fach%C3%A4rzte+Urologie+Rheine/data=!4m7!3m6!1s0x47b9cd51c334a0fd:0x5728b66c7b558dc2!8m2!3d52.2861048!4d7.4648359!16s%2Fg%2F1hhw3w3t0!19sChIJ_aA0w1HNuUcRwo1Ve2y2KFc?authuser=0&hl=de&rclk=1
137,Appart Hotel,49074,,4.7,23,11–20,11,20,15.5,40.26,3.21,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Appart+Hotel/data=!4m10!3m9!1s0x47b9e664f0c5ba67:0x734a6cb03eebfeda!5m2!4m1!1i2!8m2!3d52.29657!4d7.99953!16s%2Fg%2F1trsx2lb!19sChIJZ7rF8GTmuUcR2v7rPrBsSnM?authuser=0&hl=de&rclk=1
138,Autohaus Härtel GmbH - VW Händler - Audi Service - EU-Fahrzeuge,49084,,4.6,1394,6–10,6,10,8,0.57,4.579,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Autohaus+H%C3%A4rtel+GmbH+-+VW+H%C3%A4ndler+-+Audi+Service+-+EU-Fahrzeuge/data=!4m7!3m6!1s0x47b9e56c063e4d2d:0xf504c5c6694b9197!8m2!3d52.2718258!4d8.0857558!16s%2Fg%2F1tgdbhyh!19sChIJLU0-BmzluUcRl5FLacbFBPU?authuser=0&hl=de&rclk=1
139,"VW, Audi, Skoda, VW NFZ, SEAT, CUPRA | Senger",48429,,4.6,959,6–10,6,10,8,0.83,4.57,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,"https://www.google.com/maps/place/VW,+Audi,+Skoda,+VW+NFZ,+SEAT,+CUPRA+%7C+Senger/data=!4m7!3m6!1s0x47b832a522bfffff:0x7e46286ac2aa61a2!8m2!3d52.2880681!4d7.4398106!16s%2Fg%2F1tjjng2v!19sChIJ__-_IqUyuEcRomGqwmooRn4?authuser=0&hl=de&rclk=1"
140,Hotel Drei Birken,49143,,4.5,777,6–10,6,10,8,1.02,4.464,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+Drei+Birken/data=!4m10!3m9!1s0x47b9f370241575b1:0xa7e7c93411c3087f!5m2!4m1!1i2!8m2!3d52.1104105!4d8.1692195!16s%2Fg%2F1tdf0fxs!19sChIJsXUVJHDzuUcRfwjDETTJ56c?authuser=0&hl=de&rclk=1
141,Pans Kitchen,49076,,4.7,747,6–10,6,10,8,1.06,4.661,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pans+Kitchen/data=!4m7!3m6!1s0x47b9e50552fde0d5:0xbc87d35dddb4e316!8m2!3d52.2871503!4d8.0257675!16s%2Fg%2F11kybmcnrb!19sChIJ1eD9UgXluUcRFuO03V3Th7w?authuser=0&hl=de&rclk=1
142,beneFit Fitnessstudio Osnabrück Fledder,49074,,4.5,577,6–10,6,10,8,1.37,4.452,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/beneFit+Fitnessstudio+Osnabr%C3%BCck+Fledder/data=!4m7!3m6!1s0x47b9e58ec0a36631:0x9b30976442af4f27!8m2!3d52.2572381!4d8.0866892!16s%2Fg%2F11gs9mxfcs!19sChIJMWajwI7luUcRJ0-vQmSXMJs?authuser=0&hl=de&rclk=1
143,gio Ristorante,49074,,4.8,561,6–10,6,10,8,1.41,4.747,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/gio+Ristorante/data=!4m7!3m6!1s0x47b9e52a7d4d9a17:0x66d53a37196b90c7!8m2!3d52.2714007!4d8.0557235!16s%2Fg%2F11q8g7s_z4!19sChIJF5pNfSrluUcRx5BrGTc61WY?authuser=0&hl=de&rclk=1
144,KERIM SUENNETCI Hairsalon & Academy,49143,,4.9,531,6–10,6,10,8,1.48,4.842,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/KERIM+SUENNETCI+Hairsalon+%26+Academy/data=!4m7!3m6!1s0x47ba1d7bd670c007:0xc248b3654c04100e!8m2!3d52.2004017!4d8.3348596!16s%2Fg%2F1pv2q6ss0!19sChIJB8Bw1nsdukcRDhAETGWzSMI?authuser=0&hl=de&rclk=1
145,Cabrio Zentrum Osnabrück,49084,,5,525,6–10,6,10,8,1.5,4.94,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Cabrio+Zentrum+Osnabr%C3%BCck/data=!4m7!3m6!1s0x47b9fa63b4863945:0x71a65551db17e1dc!8m2!3d52.2624855!4d8.080101!16s%2Fg%2F1tff23q_!19sChIJRTmGtGP6uUcR3OEX21FVpnE?authuser=0&hl=de&rclk=1
146,Pizzeria La Sicilia Osnabrück,49076,,4.7,274,6–10,6,10,8,2.84,4.595,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pizzeria+La+Sicilia+Osnabr%C3%BCck/data=!4m7!3m6!1s0x47b9e755eb4b030d:0x76dc7e8692eb5d0c!8m2!3d52.2614855!4d8.002053!16s%2Fg%2F11rfs1dzpl!19sChIJDQNL61XnuUcRDF3rkoZ-3HY?authuser=0&hl=de&rclk=1
147,Alte Wirtschaft Peitsche - Osnabrück,49074,,4.7,267,6–10,6,10,8,2.91,4.592,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Alte+Wirtschaft+Peitsche+-+Osnabr%C3%BCck/data=!4m7!3m6!1s0x47b9e594cdb2bea1:0x386c8ebb5dda61df!8m2!3d52.2762319!4d8.0389786!16s%2Fg%2F1tgm1z42!19sChIJob6yzZTluUcR32HaXbuObDg?authuser=0&hl=de&rclk=1
148,House of Döner Westerkappeln,48496,,4.7,264,6–10,6,10,8,2.94,4.591,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/House+of+D%C3%B6ner+Westerkappeln/data=!4m7!3m6!1s0x47b9ddd642ae0a05:0x3eb85955c74d606!8m2!3d52.3128794!4d7.8810346!16s%2Fg%2F11n7348fp_!19sChIJBQquQtbduUcRBtZ0XJWF6wM?authuser=0&hl=de&rclk=1
149,Bal Pronto,49124,,4.9,251,6–10,6,10,8,3.09,4.78,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Bal+Pronto/data=!4m7!3m6!1s0x47b9ee6b3e5bb655:0x95fbe621525b872d!8m2!3d52.1879327!4d8.0672395!16s%2Fg%2F1hc1wwy4h!19sChIJVbZbPmvuuUcRLYdbUiHm-5U?authuser=0&hl=de&rclk=1
150,STARKE SK GmbH / Škoda Zentrum Osnabrück,49084,,4.6,247,6–10,6,10,8,3.14,4.487,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/STARKE+SK+GmbH+%2F+%C5%A0koda+Zentrum+Osnabr%C3%BCck/data=!4m7!3m6!1s0x47b9e56c183172d5:0x76d54a37ee7d6878!8m2!3d52.2729207!4d8.0679063!16s%2Fg%2F12cppdt_9!19sChIJ1XIxGGzluUcReGh97jdK1XY?authuser=0&hl=de&rclk=1
151,BASTI,48429,,4.7,225,6–10,6,10,8,3.43,4.573,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/BASTI/data=!4m7!3m6!1s0x47b833f2b4b709cf:0xdf51fc73f6cb3970!8m2!3d52.268928!4d7.4407171!16s%2Fg%2F11rhq8nqrn!19sChIJzwm3tPIzuEcRcDnL9nP8Ud8?authuser=0&hl=de&rclk=1
152,Antalya Grill,48429,,4.9,223,6–10,6,10,8,3.46,4.765,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Antalya+Grill/data=!4m7!3m6!1s0x47b833c976fc92fd:0x7f060d1315fffbf1!8m2!3d52.2886962!4d7.424496!16s%2Fg%2F11y3qbjc1l!19sChIJ_ZL8dskzuEcR8fv_FRMNBn8?authuser=0&hl=de&rclk=1
153,Liekam Haustechnik GmbH,49076,,4.9,211,6–10,6,10,8,3.65,4.758,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Liekam+Haustechnik+GmbH/data=!4m7!3m6!1s0x47b9e7c79d25f517:0xa2f4f621c2784466!8m2!3d52.28575!4d7.9399528!16s%2Fg%2F1tjymtq6!19sChIJF_UlncfnuUcRZkR4wiH29KI?authuser=0&hl=de&rclk=1
154,Hotel Restaurant „Zur Post”,49163,,4.5,202,6–10,6,10,8,3.81,4.367,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+Restaurant+%E2%80%9EZur+Post%E2%80%9D/data=!4m10!3m9!1s0x47b75b48daddfb39:0xa63dad53a1e84af4!5m2!4m1!1i2!8m2!3d52.587012!4d8.123979!16s%2Fg%2F1tfjvbqh!19sChIJOfvd2khbt0cR9ErooVOtPaY?authuser=0&hl=de&rclk=1
155,DAS OFENZENTRUM GmbH,49078,,4.9,201,6–10,6,10,8,3.83,4.751,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/DAS+OFENZENTRUM+GmbH/data=!4m7!3m6!1s0x47b9e75a6584cbc1:0xfe6cb0a2f21ef02a!8m2!3d52.2656992!4d7.9714407!16s%2Fg%2F11j8x7jfxr!19sChIJwcuEZVrnuUcRKvAe8qKwbP4?authuser=0&hl=de&rclk=1
156,Bahar Eventlocation,48480,,4.7,194,6–10,6,10,8,3.96,4.553,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Bahar+Eventlocation/data=!4m7!3m6!1s0x47b9c553ca2cc9d5:0xde43083725e806da!8m2!3d52.2418324!4d7.691461!16s%2Fg%2F11v08671gw!19sChIJ1cksylPFuUcR2gboJTcIQ94?authuser=0&hl=de&rclk=1
157,caffewerkstatt,49076,,5,192,6–10,6,10,8,4,4.84,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/caffewerkstatt/data=!4m7!3m6!1s0x47b9e5ec0a8b25fb:0x3e82e6c34dc39839!8m2!3d52.2750707!4d8.0348493!16s%2Fg%2F11xbrq8xx!19sChIJ-yWLCuzluUcROZjDTcPmgj4?authuser=0&hl=de&rclk=1
158,Hotel Sieme,49074,,4.2,171,6–10,6,10,8,4.47,4.057,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+Sieme/data=!4m10!3m9!1s0x47b9e57f4c1f5acd:0x52266c4c17241184!5m2!4m1!1i2!8m2!3d52.2616754!4d8.0636268!16s%2Fg%2F1wf20yvq!19sChIJzVofTH_luUcRhBEkF0xsJlI?authuser=0&hl=de&rclk=1
159,Fachbetrieb NRW mit Showroom BB-Glas PickUp Tuinmaximaal Gumax line,48493,,4.9,168,6–10,6,10,8,4.55,4.723,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Fachbetrieb+NRW+mit+Showroom+BB-Glas+PickUp+Tuinmaximaal+Gumax+line/data=!4m7!3m6!1s0x47b83735d5568d2b:0xaebff8237b2f108f!8m2!3d52.2127192!4d7.3146028!16s%2Fg%2F11sq2pvcpm!19sChIJK41W1TU3uEcRjxAveyP4v64?authuser=0&hl=de&rclk=1
160,Fleischerei Schlacke Feinkost,49152,,4.8,160,6–10,6,10,8,4.76,4.619,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Fleischerei+Schlacke+Feinkost/data=!4m7!3m6!1s0x47b9f8ad897632f9:0x56f2aaca99e7d50!8m2!3d52.3190223!4d8.3466294!16s%2Fg%2F1th48hcp!19sChIJ-TJ2ia34uUcRUH2eqawqbwU?authuser=0&hl=de&rclk=1
161,Pizzeria L'Amore Mesum,48432,,4.9,158,6–10,6,10,8,4.82,4.712,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pizzeria+L%27Amore+Mesum/data=!4m7!3m6!1s0x47b9ccf346414fd3:0xb577ccd1e79f9165!8m2!3d52.2313078!4d7.4880892!16s%2Fg%2F1tff23ps!19sChIJ009BRvPMuUcRZZGf59HMd7U?authuser=0&hl=de&rclk=1
162,Aus der Wieschen,48429,,4.9,144,6–10,6,10,8,5.26,4.695,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Aus+der+Wieschen/data=!4m7!3m6!1s0x47b9badd5b8a4de5:0xbb80b96266e73563!8m2!3d51.964791!4d7.631986!16s%2Fg%2F119w2wcrp!19sChIJ5U2KW926uUcRYzXnZmK5gLs?authuser=0&hl=de&rclk=1
163,Triana TAPAS BAR & more Im Schreberstübchen,49076,,4.8,127,6–10,6,10,8,5.93,4.575,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Triana+TAPAS+BAR+%26+more+Im+Schreberst%C3%BCbchen/data=!4m7!3m6!1s0x47b9ef284a7f3701:0xb68e8fa1cc067e10!8m2!3d52.2514903!4d8.0553158!16s%2Fg%2F11vjcfv_wm!19sChIJATd_SijvuUcREH4GzKGPjrY?authuser=0&hl=de&rclk=1
164,Campingplatz Niedersachsenhof,49074,,4,123,6–10,6,10,8,6.11,3.817,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Campingplatz+Niedersachsenhof/data=!4m10!3m9!1s0x47b9e5216690f233:0x1b1c7d92e7f4a2a2!5m2!4m1!1i2!8m2!3d52.2920649!4d8.1064495!16s%2Fg%2F1tftw1jh!19sChIJM_KQZiHluUcRoqL055J9HBs?authuser=0&hl=de&rclk=1
165,Voicler GmbH,49080,,4.2,123,6–10,6,10,8,6.11,4.005,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Voicler+GmbH/data=!4m7!3m6!1s0x47b9e58230e52927:0xed7754470dd5102e!8m2!3d52.2485635!4d8.0370938!16s%2Fg%2F11f54z9562!19sChIJJynlMILluUcRLhDVDUdUd-0?authuser=0&hl=de&rclk=1
166,JRH FitPoint,49214,,4.9,122,6–10,6,10,8,6.15,4.66,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/JRH+FitPoint/data=!4m7!3m6!1s0x47b98c85ec777735:0x51687d9348504165!8m2!3d52.0432069!4d8.1532525!16s%2Fg%2F1tncr_jb!19sChIJNXd37IWMuUcRZUFQSJN9aFE?authuser=0&hl=de&rclk=1
167,Friseur Shadi Hairstyle Wallenhorst,49134,,4.8,119,6–10,6,10,8,6.3,4.561,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Friseur+Shadi+Hairstyle+Wallenhorst/data=!4m7!3m6!1s0x47b9e139a87daffd:0xee1ab563c7fecd1f!8m2!3d52.3505864!4d8.0147891!16s%2Fg%2F11q3n9q8_z!19sChIJ_a99qDnhuUcRH83-x2O1Gu4?authuser=0&hl=de&rclk=1
168,"Zimmer 8 Cafe und Hotel, bei Göcke",48429,,4.4,113,6–10,6,10,8,6.61,4.175,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,"https://www.google.com/maps/place/Zimmer+8+Cafe+und+Hotel,+bei+G%C3%B6cke/data=!4m10!3m9!1s0x416547fefdadbb17:0xaee9450cfcc3c5a6!5m2!4m1!1i2!8m2!3d52.3499397!4d7.6945627!16s%2Fg%2F1tj95j7r!19sChIJF7ut_f5HZUERpsXD_AxF6a4?authuser=0&hl=de&rclk=1"
169,Salon Louksa,49074,,4.9,107,6–10,6,10,8,6.96,4.629,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Salon+Louksa/data=!4m7!3m6!1s0x47b9e5835012762f:0x57cd98a1f8810b74!8m2!3d52.2773121!4d8.0433663!16s%2Fg%2F11t4fpnfz2!19sChIJL3YSUIPluUcRdAuB-KGYzVc?authuser=0&hl=de&rclk=1
